task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
mbpp_453,mbpp,pass,0,,0,,0,6.000,4.000,69.164,79.954,2.800,223.872,4.000,0.000,1.000,2.353,4.089,18.045,36.735,11.253,44.330,74.002,89.526,20.000,7.000,54.316,217.131,8.533,1852.851,9.000,0.000,3.000,2.369,56
mbpp_454,mbpp,pass,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.636,63.947,84.806,84.000,62.025,100.000,91.553,95.837,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,6.289,50
mbpp_455,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,4.799,12.470,28.064,45.833,7.872,43.750,85.177,89.178,5.000,8.000,69.156,118.536,1.400,165.951,3.000,0.000,0.000,2.478,42
mbpp_456,mbpp,pass,0,,0,,0,2.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,0.000,2.836,42.973,67.010,50.000,28.257,83.721,93.740,95.811,3.000,2.000,84.490,2.000,0.500,1.000,0.000,0.000,0.000,3.273,25
mbpp_457,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.260,36.699,46.656,54.545,11.582,64.706,86.798,92.528,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.112,18
mbpp_458,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,3.970,26.981,52.482,44.444,25.780,75.862,88.074,92.397,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,4.779,18
mbpp_459,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.895,34.954,44.718,54.545,21.097,62.500,89.784,92.638,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.753,25
mbpp_460,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.965,64.227,67.062,80.000,59.279,100.000,93.603,97.063,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.362,22
mbpp_461,mbpp,fail,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.942,6.754,24.473,29.268,5.255,35.294,79.162,88.401,5.000,4.000,71.048,43.020,2.000,86.039,4.000,0.000,2.000,2.916,24
mbpp_462,mbpp,fail,0,,0,,0,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,5.000,2.091,9.808,35.446,29.167,16.846,46.316,74.944,86.424,7.000,3.000,71.139,27.000,1.000,27.000,3.000,0.000,2.000,2.575,39
mbpp_463,mbpp,pass,0,,0,,0,11.000,4.000,66.112,33.000,2.100,69.300,4.000,0.000,2.000,1.703,6.141,18.648,27.711,7.594,49.219,75.635,78.543,23.000,7.000,54.612,127.438,3.571,455.135,9.000,0.000,4.000,1.766,103
mbpp_464,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.069,31.034,47.031,46.667,25.454,86.792,90.476,94.734,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,5.347,24
mbpp_465,mbpp,pass,0,,0,,0,2.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,1.000,2.768,31.050,42.740,52.632,33.852,88.136,90.286,93.153,3.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,1.000,3.337,30
mbpp_466,mbpp,fail,0,,0,,0,10.000,7.000,85.545,225.621,7.111,1604.417,8.000,30.000,1.000,2.018,46.371,54.167,56.627,41.033,78.667,84.018,85.809,12.000,8.000,58.944,305.248,6.154,1878.448,8.000,0.000,2.000,1.747,158
mbpp_467,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.476,4.802,21.028,27.778,3.717,28.169,74.079,86.171,10.000,2.000,65.149,66.608,3.750,249.780,1.000,0.000,0.000,3.492,19
mbpp_468,mbpp,fail,0,,0,,0,8.000,3.000,98.783,28.529,1.500,42.794,4.000,50.000,1.000,2.232,31.429,35.012,36.667,18.633,61.878,75.604,82.974,10.000,6.000,65.372,72.000,2.000,144.000,8.000,0.000,2.000,2.167,117
mbpp_469,mbpp,fail,0,,0,,0,9.000,6.000,62.815,166.908,5.000,834.540,5.000,0.000,3.000,1.579,26.505,34.027,40.000,21.012,45.872,79.951,91.599,15.000,9.000,58.103,140.182,3.929,550.713,17.000,0.000,3.000,1.690,127
mbpp_470,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.934,13.478,39.860,40.000,11.742,80.597,87.588,92.197,3.000,2.000,81.856,4.755,0.500,2.377,0.000,0.000,2.000,4.754,28
mbpp_471,mbpp,fail,0,,0,,0,2.000,2.000,85.608,12.000,0.667,8.000,0.000,0.000,1.000,4.647,15.858,36.883,43.243,11.496,41.667,82.518,91.301,5.000,2.000,73.788,33.688,1.600,53.901,1.000,0.000,1.000,3.386,29
mbpp_472,mbpp,pass,0,,0,,0,2.000,2.000,80.986,15.510,1.000,15.510,0.000,0.000,2.000,3.581,18.789,45.270,32.258,22.194,41.791,83.209,92.498,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,5.000,4.657,33
mbpp_473,mbpp,fail,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,2.000,2.554,10.193,35.020,22.642,18.184,63.158,80.103,87.000,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,3.000,2.845,54
mbpp_474,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.278,19.593,48.455,28.571,28.556,81.081,87.427,89.672,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.240,26
mbpp_475,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.365,16.903,33.849,35.294,18.107,57.143,78.305,86.173,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.882,27
mbpp_476,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,5.119,34.494,39.491,50.000,25.897,82.051,86.359,93.477,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,5.780,19
mbpp_477,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.728,46.235,57.860,71.429,41.214,100.000,94.526,94.689,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,8.615,15
mbpp_478,mbpp,pass,0,,0,,0,2.000,3.000,90.922,2.000,0.500,1.000,0.000,0.000,2.000,3.380,10.388,27.981,22.222,10.335,39.286,77.489,85.439,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.327,25
mbpp_479,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.422,36.312,54.853,63.636,14.843,55.000,85.178,91.112,4.000,2.000,79.041,12.000,2.000,24.000,1.000,0.000,1.000,5.127,19
mbpp_480,mbpp,pass,0,,0,,0,13.000,4.000,64.972,28.529,1.500,42.794,6.000,0.000,0.000,1.604,15.502,28.098,29.213,9.711,68.790,77.315,90.060,12.000,4.000,64.978,36.541,2.333,85.263,4.000,0.000,1.000,2.501,93
mbpp_481,mbpp,fail,0,,0,,0,6.000,5.000,97.201,66.608,2.667,177.621,5.000,50.000,2.000,2.353,23.533,43.253,42.857,20.368,59.494,77.656,84.232,8.000,5.000,65.402,107.549,5.000,537.744,5.000,0.000,1.000,1.698,123
mbpp_482,mbpp,pass,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,2.509,45.400,67.237,87.805,43.105,100.000,90.791,87.472,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.246,45
mbpp_483,mbpp,fail,0,,0,,0,6.000,3.000,72.432,28.529,1.500,42.794,3.000,0.000,1.000,3.837,33.509,49.636,47.826,24.388,57.143,83.233,92.775,8.000,3.000,69.874,27.000,1.800,48.600,3.000,0.000,1.000,3.358,49
mbpp_484,mbpp,pass,0,,0,,0,6.000,3.000,100.000,4.755,0.500,2.377,0.000,50.000,2.000,2.320,10.909,35.339,26.316,33.302,65.789,78.959,87.560,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,0.000,4.027,97
mbpp_485,mbpp,pass,0,,0,,0,6.000,3.000,100.000,16.253,1.333,21.671,3.000,66.667,3.000,2.562,16.954,31.200,29.565,10.515,43.478,74.012,82.124,18.000,7.000,56.271,165.669,9.091,1506.083,7.000,0.000,3.000,2.117,92
mbpp_486,mbpp,pass,0,,0,,0,5.000,1.000,100.000,66.608,1.800,119.894,0.000,40.000,1.000,2.876,25.105,30.052,32.184,16.933,22.368,78.408,85.136,10.000,4.000,62.339,160.540,3.529,566.610,2.000,0.000,3.000,2.284,81
mbpp_487,mbpp,pass,0,,0,,0,2.000,1.000,87.350,2.000,0.500,1.000,0.000,0.000,1.000,2.882,3.389,21.541,14.035,4.435,25.397,74.802,84.897,9.000,4.000,65.472,76.107,4.000,304.430,6.000,0.000,2.000,1.682,27
mbpp_488,mbpp,fail,0,,0,,0,2.000,1.000,80.444,68.532,2.400,164.478,0.000,0.000,1.000,7.914,42.071,44.787,57.895,9.843,64.865,85.934,91.145,4.000,1.000,74.615,53.774,1.667,89.624,0.000,0.000,2.000,5.340,41
mbpp_489,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.124,11.900,33.517,32.653,4.110,40.000,74.784,89.182,10.000,4.000,67.626,27.000,1.800,48.600,4.000,0.000,1.000,2.351,28
mbpp_490,mbpp,fail,0,,0,,0,7.000,4.000,71.565,22.459,1.875,42.110,6.000,0.000,4.000,1.768,10.452,35.631,32.432,17.777,44.604,77.698,85.892,4.000,4.000,77.992,15.510,1.000,15.510,0.000,0.000,1.000,4.713,77
mbpp_491,mbpp,pass,0,,0,,0,2.000,1.000,81.181,53.774,2.500,134.436,0.000,0.000,0.000,7.408,41.240,35.548,68.750,13.603,59.375,85.161,90.584,4.000,1.000,75.525,39.863,1.714,68.337,0.000,0.000,1.000,8.698,34
mbpp_492,mbpp,pass,0,,0,,0,12.000,4.000,62.041,96.000,4.800,460.800,5.000,0.000,1.000,1.338,25.398,31.256,45.238,36.687,81.143,82.309,80.219,14.000,5.000,59.586,127.377,5.846,744.667,6.000,0.000,1.000,1.654,89
mbpp_493,mbpp,fail,0,,0,,0,17.000,2.000,55.866,270.000,2.571,694.286,4.000,0.000,5.000,1.736,7.605,21.167,15.596,12.311,49.002,74.004,88.090,50.000,4.000,44.978,492.411,8.000,3939.289,6.000,0.000,4.000,1.922,177
mbpp_494,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.210,26.060,43.297,47.059,9.236,73.077,87.543,92.089,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,5.955,27
mbpp_495,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.157,34.954,44.718,54.545,21.097,62.500,89.958,92.732,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.792,24
mbpp_496,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,5.530,36.828,61.139,50.000,28.291,82.051,88.959,92.291,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.039,39
mbpp_497,mbpp,pass,0,,0,,0,3.000,1.000,76.786,64.529,2.000,129.059,0.000,0.000,1.000,4.912,30.235,59.170,35.000,22.953,55.556,87.617,90.779,5.000,1.000,72.178,59.795,1.500,89.692,0.000,0.000,1.000,5.288,37
mbpp_498,mbpp,pass,0,,0,,0,4.000,2.000,78.587,13.932,1.333,18.575,1.000,0.000,0.000,1.607,3.163,13.915,16.667,13.623,33.663,75.950,90.698,9.000,5.000,64.388,104.000,3.864,401.818,5.000,0.000,2.000,1.950,33
mbpp_499,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.359,32.494,53.526,50.000,19.345,72.000,89.135,93.838,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,5.711,17
mbpp_500,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.251,13.994,43.868,38.095,10.292,35.897,82.008,89.584,5.000,2.000,76.473,13.932,0.500,6.966,1.000,0.000,0.000,4.974,17
mbpp_501,mbpp,fail,0,,0,,0,6.000,4.000,98.658,68.532,2.400,164.478,4.000,66.667,2.000,3.001,13.630,22.586,20.438,16.592,47.917,70.379,87.557,19.000,9.000,54.092,262.331,6.857,1798.841,11.000,0.000,2.000,2.585,123
mbpp_502,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.164,11.753,42.029,37.500,24.418,75.862,83.894,92.037,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,6.996,17
mbpp_503,mbpp,pass,0,,0,,0,2.000,2.000,83.344,25.266,1.200,30.319,0.000,0.000,2.000,2.337,21.352,40.665,37.838,15.114,53.846,85.347,91.678,3.000,2.000,79.142,11.610,1.000,11.610,0.000,0.000,1.000,2.931,33
mbpp_504,mbpp,fail,0,,0,,0,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,0.000,4.538,35.098,41.434,48.485,8.471,46.875,83.468,89.854,5.000,2.000,73.586,36.000,1.333,48.000,1.000,0.000,1.000,4.735,36
mbpp_505,mbpp,pass,0,,0,,0,7.000,3.000,72.825,15.510,1.000,15.510,3.000,0.000,2.000,1.796,21.491,37.592,36.364,25.918,48.780,81.849,91.785,9.000,4.000,73.905,4.755,0.500,2.377,4.000,0.000,2.000,2.264,67
mbpp_506,mbpp,pass,0,,0,,0,7.000,3.000,71.139,27.000,1.800,48.600,2.000,0.000,1.000,2.518,3.395,28.606,34.091,10.627,27.551,79.671,83.788,13.000,7.000,61.300,140.648,6.000,843.888,10.000,0.000,2.000,2.041,49
mbpp_507,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,2.182,17.400,45.877,53.659,19.742,54.902,84.492,89.444,5.000,3.000,79.608,4.755,0.500,2.377,3.000,0.000,2.000,3.248,32
mbpp_508,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,2.802,6.659,20.611,19.231,11.500,30.769,83.366,88.516,5.000,5.000,73.015,38.039,2.000,76.078,0.000,0.000,1.000,1.814,32
mbpp_509,mbpp,pass,0,,0,,0,6.000,3.000,70.613,51.891,2.857,148.261,1.000,0.000,3.000,3.734,26.234,39.718,55.882,19.864,65.600,79.466,89.993,11.000,3.000,63.279,87.569,7.500,656.769,2.000,0.000,0.000,4.091,72
mbpp_510,mbpp,fail,0,,0,,0,12.000,5.000,63.488,57.059,3.000,171.176,8.000,0.000,2.000,2.206,19.690,38.625,50.909,21.853,39.044,84.684,84.315,10.000,7.000,62.216,194.487,6.429,1250.272,7.000,0.000,2.000,1.874,85
