task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
mbpp_105,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,100.000,100.000,100.000,100.000,100.000,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,22
HumanEval_146,humaneval,pass,1,magic_number,1,magic_number,0,2.000,5.000,80.547,55.507,2.222,123.348,1.000,0.000,2.000,3.631,14.796,33.846,8.152,56.140,9.000,5.000,93.115,64.725,3.056,197.771,7.000,0.000,2.000,63
HumanEval_50,humaneval,fail,0,,0,,0,2.000,2.000,81.834,41.513,1.500,62.270,0.000,0.000,3.000,92.347,94.030,100.000,90.633,97.368,4.000,4.000,85.161,101.950,1.500,152.925,0.000,0.000,3.000,63
mbpp_112,mbpp,fail,0,,0,,0,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,36.192,43.636,47.059,30.566,90.909,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,32
mbpp_324,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,27.117,41.494,40.909,6.206,42.667,9.000,3.000,68.960,25.266,1.200,30.319,4.000,0.000,1.000,54
mbpp_42,mbpp,fail,0,,0,,0,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,3.000,33.302,48.785,61.538,17.247,78.689,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,55
mbpp_208,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,35.501,44.662,66.667,28.310,61.224,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,52
mbpp_113,mbpp,pass,0,,0,,0,6.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,1.000,0.804,19.509,22.222,8.522,27.778,12.000,7.000,64.224,53.774,1.667,89.624,5.000,0.000,4.000,41
HumanEval_4,humaneval,pass,0,,0,,0,4.000,2.000,76.575,27.000,1.000,27.000,0.000,0.000,3.000,88.279,89.278,87.500,86.510,100.000,4.000,2.000,80.592,27.000,1.000,27.000,0.000,0.000,3.000,83
mbpp_129,mbpp,pass,0,,0,,0,7.000,9.000,71.906,92.000,1.846,169.846,1.000,0.000,4.000,17.976,25.074,34.483,18.803,58.503,17.000,7.000,60.012,55.351,2.857,158.145,4.000,0.000,6.000,130
HumanEval_92,humaneval,pass,0,,0,,0,4.000,5.000,72.912,78.869,2.500,197.173,2.000,0.000,2.000,50.867,44.855,65.455,57.869,81.301,6.000,7.000,79.653,104.000,3.000,312.000,5.000,0.000,1.000,67
mbpp_381,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,25.744,35.864,47.368,17.674,71.111,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,43
mbpp_301,mbpp,fail,0,,0,,0,4.000,4.000,75.818,31.699,1.500,47.549,3.000,0.000,4.000,53.061,67.594,63.830,39.305,74.359,4.000,3.000,81.722,4.755,0.500,2.377,3.000,0.000,4.000,63
HumanEval_144,humaneval,pass,0,,0,,0,4.000,1.000,75.402,41.513,1.500,62.270,0.000,0.000,2.000,33.777,26.694,52.174,20.689,58.209,8.000,2.000,90.585,51.891,1.875,97.297,1.000,0.000,2.000,67
HumanEval_62,humaneval,pass,0,,0,,0,2.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,1.000,100.000,100.000,100.000,100.000,100.000,2.000,2.000,57.211,4.755,0.500,2.377,0.000,0.000,1.000,41
mbpp_509,mbpp,pass,0,,0,,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,5.549,22.913,40.000,6.128,28.205,11.000,3.000,63.279,87.569,7.500,656.769,2.000,0.000,0.000,28
mbpp_444,mbpp,pass,0,,0,,0,2.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,1.000,24.524,44.846,47.619,12.658,47.500,6.000,2.000,76.555,4.755,0.500,2.377,1.000,0.000,5.000,42
