task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
synthetic_long_method_advanced_005,emphatic,advanced,General Software,List,long_method,1,magic_number,1,magic_number,0,6,0,9,35.000,21.000,79.153,28.074,1.200,33.688,5.000,22.857,6.000,576
synthetic_long_method_advanced_006,emphatic,advanced,E-commerce,Compare,long_method,2,dead_code;magic_number,2,dead_code;magic_number,0,9,0,2,40.000,21.000,49.023,84.000,1.615,135.692,12.000,0.000,11.000,578
synthetic_long_parameter_list_basic_001,emphatic,basic,Finance,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,2,0,13,17.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,382
synthetic_long_parameter_list_basic_002,emphatic,basic,Healthcare,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,22,33.000,4.000,100.000,0.000,0.000,0.000,3.000,18.182,16.000,661
synthetic_long_parameter_list_basic_003,emphatic,basic,Scientific Computing,Report,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,1,9.000,1.000,100.000,4.755,0.500,2.377,0.000,33.333,0.000,323
synthetic_long_parameter_list_basic_004,emphatic,basic,General Software,Analyze,long_parameter_list,2,complex_conditional;long_parameter_list,2,complex_conditional;long_parameter_list,0,1,0,9,30.000,23.000,77.007,440.221,2.087,918.722,9.000,30.000,4.000,725
synthetic_long_parameter_list_basic_005,emphatic,basic,E-commerce,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,5,21.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,438
synthetic_long_parameter_list_basic_006,emphatic,basic,Finance,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,15.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,339
synthetic_long_parameter_list_basic_007,emphatic,basic,Healthcare,Recommend,long_parameter_list,3,dead_code;long_parameter_list;magic_number,3,dead_code;long_parameter_list;magic_number,0,1,0,3,29.000,10.000,82.172,51.891,1.111,57.657,18.000,34.483,12.000,628
synthetic_long_parameter_list_intermediate_001,emphatic,intermediate,Scientific Computing,Compare,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,6,26.000,2.000,100.000,0.000,0.000,0.000,1.000,19.231,6.000,530
synthetic_long_parameter_list_intermediate_002,emphatic,intermediate,General Software,Implement,long_parameter_list,2,complex_conditional;long_parameter_list,2,complex_conditional;long_parameter_list,0,1,0,9,34.000,25.000,78.472,417.645,1.500,626.468,10.000,35.294,3.000,979
synthetic_long_parameter_list_intermediate_003,emphatic,intermediate,E-commerce,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,20.000,1.000,100.000,0.000,0.000,0.000,0.000,5.000,0.000,398
synthetic_long_parameter_list_intermediate_004,emphatic,intermediate,Finance,Design,long_parameter_list,3,dead_code;long_parameter_list;magic_number,3,dead_code;long_parameter_list;magic_number,0,1,0,12,41.000,21.000,70.823,237.801,2.370,563.677,21.000,26.829,16.000,864
synthetic_long_parameter_list_intermediate_005,emphatic,intermediate,Healthcare,Recommend,long_parameter_list,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,1,0,8,51.000,1.000,100.000,0.000,0.000,0.000,0.000,7.843,4.000,787
synthetic_long_parameter_list_intermediate_006,emphatic,intermediate,Scientific Computing,Measure,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,6,26.000,2.000,100.000,0.000,0.000,0.000,1.000,19.231,6.000,530
synthetic_long_parameter_list_intermediate_007,emphatic,intermediate,General Software,Recommend,long_parameter_list,2,complex_conditional;long_parameter_list,2,complex_conditional;long_parameter_list,0,1,0,23,31.000,25.000,73.354,417.645,1.500,626.468,10.000,35.484,3.000,999
synthetic_long_parameter_list_advanced_001,emphatic,advanced,E-commerce,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,29.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,531
synthetic_long_parameter_list_advanced_002,emphatic,advanced,Finance,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,21,22.000,1.000,100.000,0.000,0.000,0.000,0.000,13.636,1.000,569
synthetic_long_parameter_list_advanced_003,emphatic,advanced,Healthcare,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,25.000,1.000,100.000,0.000,0.000,0.000,0.000,4.000,0.000,515
synthetic_long_parameter_list_advanced_004,emphatic,advanced,Scientific Computing,Report,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,28.000,1.000,100.000,0.000,0.000,0.000,0.000,7.143,0.000,568
synthetic_long_parameter_list_advanced_005,emphatic,advanced,General Software,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,28.000,1.000,100.000,0.000,0.000,0.000,0.000,7.143,0.000,643
synthetic_long_parameter_list_advanced_006,emphatic,advanced,E-commerce,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,29.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,531
synthetic_god_class_basic_001,emphatic,basic,Finance,Implement,,1,dead_code,1,dead_code,0,9,0,4,76.000,24.000,44.439,44.973,1.500,67.459,20.000,0.000,12.000,907
synthetic_god_class_basic_002,emphatic,basic,Healthcare,Measure,,0,,0,,0,8,3,1,17.000,10.000,100.000,0.000,0.000,0.000,0.000,58.824,1.000,374
synthetic_god_class_basic_003,emphatic,basic,Scientific Computing,List,,1,inefficient_loop,1,inefficient_loop,0,8,0,4,41.000,23.000,63.195,122.136,3.938,480.911,14.000,7.317,5.000,577
synthetic_god_class_basic_004,emphatic,basic,General Software,Analyze,,0,,0,,0,7,0,1,18.000,10.000,66.666,4.755,0.500,2.377,2.000,0.000,0.000,605
synthetic_god_class_basic_005,emphatic,basic,E-commerce,Measure,,0,,0,,0,8,0,1,27.000,11.000,89.302,4.755,0.500,2.377,2.000,22.222,1.000,706
synthetic_god_class_basic_006,emphatic,basic,Finance,Analyze,,1,dead_code,1,dead_code,0,8,0,4,40.000,12.000,64.646,15.510,1.000,15.510,3.000,2.500,12.000,809
synthetic_god_class_basic_007,emphatic,basic,Healthcare,List,,0,,0,,0,7,0,6,20.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,370
synthetic_god_class_intermediate_001,emphatic,intermediate,Scientific Computing,Compare,,2,dead_code;magic_number,2,dead_code;magic_number,0,15,4,4,50.000,20.000,65.755,34.869,1.750,61.021,7.000,8.000,13.000,694
synthetic_god_class_intermediate_002,emphatic,intermediate,General Software,Recommend,,0,,0,,0,19,0,9,47.000,22.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,709
synthetic_god_class_intermediate_003,emphatic,intermediate,E-commerce,Design,,0,,0,,0,9,0,5,46.000,27.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,506
